feedback_id,customer_id,date,score,complaint_category,comment
FB_49,CUST_1350,2025-03-30,4,Organisation,Très satisfait de l’ambiance.
FB_50,CUST_802,2024-06-09,5,Qualité service,Très bonne expérience globale.
FB_51,CUST_1009,2024-03-24,1,Communication,Expérience premium.
FB_52,CUST_362,2024-08-24,4,Qualité service,Le processus de réservation est compliqué.
FB_53,CUST_522,2025-02-18,3,Communication,Organisation moyenne.
FB_54,CUST_167,2024-06-11,3,Communication,Excellent service client.
FB_55,CUST_739,2024-01-17,3,Réservation,Le prix est un peu élevé.
FB_56,CUST_71,2024-12-25,4,Aucune plainte,Le prix est un peu élevé.
FB_57,CUST_343,2025-04-14,4,Prix,Expérience premium.
FB_58,CUST_102,2025-03-28,2,Support client,Le support a mis du temps à répondre.
FB_59,CUST_709,2024-04-02,4,Organisation,Organisation moyenne.
FB_60,CUST_1267,2025-04-16,4,Organisation,Organisation moyenne.
FB_61,CUST_359,2024-11-07,1,Réservation,Le support a mis du temps à répondre.
FB_62,CUST_1360,2024-07-24,4,Support client,Très bonne expérience globale.
FB_63,CUST_1202,2025-01-08,2,Communication,Le support a mis du temps à répondre.
FB_64,CUST_1354,2025-05-03,2,Organisation,Excellent service client.
FB_65,CUST_607,2025-01-14,1,Communication,Très bonne expérience globale.
FB_66,CUST_969,2024-12-23,2,Prix,Très bonne expérience globale.
FB_67,CUST_1493,2025-02-22,4,Communication,Le processus de réservation est compliqué.
FB_68,CUST_249,2024-03-07,5,Organisation,Le prix est un peu élevé.
FB_69,CUST_1194,2024-11-21,4,Prix,Organisation moyenne.
FB_70,CUST_1302,2025-04-05,5,Support client,Le processus de réservation est compliqué.
FB_71,CUST_636,2025-05-10,5,Organisation,Le support a mis du temps à répondre.
FB_72,CUST_1337,2024-08-17,4,Support client,Organisation moyenne.
FB_73,CUST_791,2024-06-08,2,Qualité service,Expérience premium.
FB_74,CUST_679,2024-06-23,3,Prix,Le studio créatif est top.
FB_75,CUST_1363,2024-04-15,4,Aucune plainte,Très satisfait de l’ambiance.
FB_76,CUST_103,2024-07-15,4,Support client,Organisation moyenne.
FB_77,CUST_222,2025-01-15,4,Aucune plainte,Très satisfait de l’ambiance.
FB_78,CUST_533,2024-09-24,4,Organisation,Excellent service client.
FB_79,CUST_1029,2025-03-11,5,Support client,Organisation moyenne.
FB_80,CUST_931,2024-05-06,4,Prix,Excellent service client.
FB_81,CUST_384,2025-02-08,4,Qualité service,Très satisfait de l’ambiance.
FB_82,CUST_484,2024-02-17,5,Communication,Le studio créatif est top.
FB_83,CUST_111,2025-01-15,5,Réservation,Expérience premium.
FB_84,CUST_534,2024-12-30,4,Prix,Le support a mis du temps à répondre.
FB_85,CUST_44,2024-10-24,2,Aucune plainte,Le support a mis du temps à répondre.
FB_86,CUST_1388,2025-03-28,4,Qualité service,Le processus de réservation est compliqué.
FB_87,CUST_1479,2024-12-28,5,Réservation,Très bonne expérience globale.
FB_88,CUST_1433,2024-07-02,3,Support client,Organisation moyenne.
FB_89,CUST_550,2025-05-29,4,Aucune plainte,Organisation moyenne.
FB_90,CUST_1163,2024-11-23,5,Organisation,Le studio créatif est top.
FB_91,CUST_606,2024-06-03,3,Communication,Organisation moyenne.
FB_92,CUST_1122,2024-10-25,5,Support client,Le studio créatif est top.
FB_93,CUST_525,2024-06-01,1,Aucune plainte,Le processus de réservation est compliqué.
FB_94,CUST_341,2024-10-22,5,Aucune plainte,Je reviendrai pour un prochain événement.
FB_95,CUST_1041,2024-03-28,3,Support client,Le studio créatif est top.
FB_96,CUST_550,2024-11-06,4,Aucune plainte,Très satisfait de l’ambiance.
FB_97,CUST_592,2025-01-23,1,Qualité service,Le prix est un peu élevé.
FB_98,CUST_564,2025-03-14,5,Support client,Le prix est un peu élevé.
FB_99,CUST_1040,2024-03-29,3,Réservation,Très satisfait de l’ambiance.
FB_100,CUST_741,2025-03-23,2,Qualité service,Je reviendrai pour un prochain événement.
FB_101,CUST_1416,2024-01-18,4,Communication,Le support a mis du temps à répondre.
FB_102,CUST_271,2024-02-16,1,Support client,Je reviendrai pour un prochain événement.
FB_103,CUST_556,2024-12-09,4,Aucune plainte,Organisation moyenne.
FB_104,CUST_277,2024-05-21,2,Communication,Très bonne expérience globale.
FB_105,CUST_263,2025-02-19,5,Organisation,Expérience premium.
FB_106,CUST_439,2024-02-08,5,Communication,Je reviendrai pour un prochain événement.
FB_107,CUST_1065,2024-11-11,4,Réservation,Très satisfait de l’ambiance.
FB_108,CUST_1435,2024-12-22,5,Support client,Organisation moyenne.
FB_109,CUST_801,2024-02-11,5,Prix,Très satisfait de l’ambiance.
FB_110,CUST_284,2024-08-04,4,Communication,Je reviendrai pour un prochain événement.
FB_111,CUST_874,2025-05-13,2,Prix,Je reviendrai pour un prochain événement.
FB_112,CUST_401,2025-01-06,3,Organisation,Le prix est un peu élevé.
FB_113,CUST_1421,2025-05-11,1,Qualité service,Excellent service client.
FB_114,CUST_190,2024-08-29,3,Support client,Je reviendrai pour un prochain événement.
FB_115,CUST_1487,2024-07-07,3,Qualité service,Expérience premium.
FB_116,CUST_658,2025-02-20,4,Prix,Expérience premium.
FB_117,CUST_210,2024-02-06,5,Qualité service,Très bonne expérience globale.
FB_118,CUST_529,2024-09-23,3,Organisation,Organisation moyenne.
FB_119,CUST_1079,2024-01-19,3,Support client,Organisation moyenne.
FB_120,CUST_846,2025-03-03,4,Prix,Le support a mis du temps à répondre.
FB_121,CUST_1311,2024-04-16,3,Qualité service,Expérience premium.
FB_122,CUST_1470,2025-01-20,2,Communication,Très bonne expérience globale.
FB_123,CUST_1273,2025-05-29,5,Prix,Le prix est un peu élevé.
FB_124,CUST_352,2025-05-24,5,Organisation,Organisation moyenne.
FB_125,CUST_1188,2024-04-28,5,Communication,Organisation moyenne.
FB_126,CUST_1077,2024-04-15,3,Aucune plainte,Excellent service client.
FB_127,CUST_1395,2024-10-28,3,Aucune plainte,Le processus de réservation est compliqué.
FB_128,CUST_207,2024-04-08,3,Aucune plainte,Très satisfait de l’ambiance.
FB_129,CUST_1272,2024-09-15,3,Communication,Très satisfait de l’ambiance.
FB_130,CUST_328,2024-06-06,3,Prix,Le prix est un peu élevé.
FB_131,CUST_213,2024-06-07,5,Prix,Très satisfait de l’ambiance.
FB_132,CUST_158,2024-04-20,2,Communication,Expérience premium.
FB_133,CUST_971,2025-05-27,4,Prix,Le processus de réservation est compliqué.
FB_134,CUST_432,2024-12-29,5,Support client,Expérience premium.
FB_135,CUST_602,2024-11-12,4,Réservation,Très bonne expérience globale.
FB_136,CUST_875,2024-03-02,4,Qualité service,Organisation moyenne.
FB_137,CUST_1426,2025-04-07,2,Prix,Excellent service client.
FB_138,CUST_880,2024-04-01,5,Support client,Le studio créatif est top.
FB_139,CUST_530,2024-04-06,5,Aucune plainte,Je reviendrai pour un prochain événement.
FB_140,CUST_1208,2024-06-25,4,Support client,Le prix est un peu élevé.
FB_141,CUST_1147,2024-09-28,5,Support client,Je reviendrai pour un prochain événement.
FB_142,CUST_1182,2025-04-03,2,Communication,Le support a mis du temps à répondre.
FB_143,CUST_1002,2024-02-07,5,Réservation,Le prix est un peu élevé.
FB_144,CUST_405,2025-01-13,2,Réservation,Je reviendrai pour un prochain événement.
FB_145,CUST_1334,2024-12-19,4,Organisation,Le processus de réservation est compliqué.
FB_146,CUST_1058,2025-02-28,5,Réservation,Le support a mis du temps à répondre.
FB_147,CUST_1439,2024-09-20,2,Qualité service,Expérience premium.
FB_148,CUST_1256,2024-04-27,5,Qualité service,Le studio créatif est top.
FB_149,CUST_125,2024-02-15,3,Organisation,Le studio créatif est top.
FB_150,CUST_563,2025-03-14,2,Organisation,Excellent service client.
FB_151,CUST_1334,2024-07-15,4,Organisation,Très satisfait de l’ambiance.
FB_152,CUST_103,2024-11-29,5,Réservation,Le processus de réservation est compliqué.
FB_153,CUST_1359,2025-05-01,4,Aucune plainte,Le studio créatif est top.
FB_154,CUST_539,2024-10-15,4,Aucune plainte,Je reviendrai pour un prochain événement.
FB_155,CUST_730,2025-03-23,3,Support client,Je reviendrai pour un prochain événement.
FB_156,CUST_647,2024-01-04,5,Communication,Le prix est un peu élevé.
FB_157,CUST_419,2024-07-13,3,Réservation,Le processus de réservation est compliqué.
FB_158,CUST_949,2024-11-29,3,Communication,Le prix est un peu élevé.
FB_159,CUST_1278,2024-07-21,2,Communication,Le processus de réservation est compliqué.
FB_160,CUST_520,2024-03-31,3,Réservation,Le prix est un peu élevé.
FB_161,CUST_1345,2025-01-03,3,Support client,Très bonne expérience globale.
FB_162,CUST_688,2024-12-26,3,Prix,Le support a mis du temps à répondre.
FB_163,CUST_1458,2024-05-24,5,Réservation,Très bonne expérience globale.
FB_164,CUST_1311,2025-01-11,4,Organisation,Organisation moyenne.
FB_165,CUST_999,2024-03-04,4,Réservation,Organisation moyenne.
FB_166,CUST_974,2024-06-25,4,Communication,Le processus de réservation est compliqué.
FB_167,CUST_781,2025-04-27,1,Communication,Excellent service client.
FB_168,CUST_49,2024-07-29,3,Qualité service,Le processus de réservation est compliqué.
FB_169,CUST_1087,2024-08-04,4,Aucune plainte,Excellent service client.
FB_170,CUST_1165,2024-06-04,4,Prix,Le studio créatif est top.
FB_171,CUST_765,2024-09-10,3,Communication,Le processus de réservation est compliqué.
FB_172,CUST_1261,2025-04-04,4,Qualité service,Très satisfait de l’ambiance.
FB_173,CUST_438,2025-03-25,3,Organisation,Le support a mis du temps à répondre.
FB_174,CUST_181,2025-06-02,5,Support client,Le prix est un peu élevé.
FB_175,CUST_372,2024-10-26,5,Organisation,Le studio créatif est top.
FB_176,CUST_803,2025-04-13,5,Organisation,Le processus de réservation est compliqué.
FB_177,CUST_1325,2024-10-23,3,Organisation,Excellent service client.
FB_178,CUST_1444,2024-03-15,3,Communication,Le support a mis du temps à répondre.
FB_179,CUST_823,2025-05-21,2,Support client,Très satisfait de l’ambiance.
FB_180,CUST_874,2025-02-22,4,Qualité service,Expérience premium.
FB_181,CUST_469,2024-01-05,5,Réservation,Excellent service client.
FB_182,CUST_355,2025-02-18,4,Communication,Organisation moyenne.
FB_183,CUST_1088,2024-08-02,5,Aucune plainte,Excellent service client.
FB_184,CUST_3,2024-03-18,4,Qualité service,Excellent service client.
FB_185,CUST_523,2024-04-19,4,Organisation,Très bonne expérience globale.
FB_186,CUST_1088,2024-12-15,3,Aucune plainte,Excellent service client.
FB_187,CUST_737,2025-06-30,3,Prix,Le prix est un peu élevé.
FB_188,CUST_117,2024-11-22,5,Qualité service,Le prix est un peu élevé.
FB_189,CUST_916,2025-06-08,1,Communication,Très satisfait de l’ambiance.
FB_190,CUST_345,2024-10-13,4,Aucune plainte,Le processus de réservation est compliqué.
FB_191,CUST_793,2024-09-12,4,Organisation,Très bonne expérience globale.
FB_192,CUST_788,2024-05-02,5,Prix,Organisation moyenne.
FB_193,CUST_1386,2025-06-25,5,Qualité service,Expérience premium.
FB_194,CUST_708,2025-01-09,5,Aucune plainte,Le prix est un peu élevé.
FB_195,CUST_340,2024-12-28,3,Qualité service,Excellent service client.
FB_196,CUST_364,2025-05-10,4,Aucune plainte,Le support a mis du temps à répondre.
FB_197,CUST_15,2025-05-11,3,Support client,Le prix est un peu élevé.
FB_198,CUST_126,2024-11-21,4,Aucune plainte,Très bonne expérience globale.
FB_199,CUST_1183,2025-01-21,5,Aucune plainte,Organisation moyenne.
FB_200,CUST_1337,2025-03-06,5,Prix,Très satisfait de l’ambiance.
FB_201,CUST_564,2024-12-27,1,Communication,Très bonne expérience globale.
FB_202,CUST_1498,2024-05-24,4,Qualité service,Le processus de réservation est compliqué.
FB_203,CUST_1298,2024-05-26,3,Communication,Organisation moyenne.
FB_204,CUST_412,2024-05-14,2,Réservation,Le prix est un peu élevé.
FB_205,CUST_560,2024-05-29,5,Communication,Le prix est un peu élevé.
FB_206,CUST_762,2024-09-07,3,Communication,Le processus de réservation est compliqué.
FB_207,CUST_267,2024-03-07,1,Réservation,Très bonne expérience globale.
FB_208,CUST_1291,2024-03-20,3,Communication,Expérience premium.
FB_209,CUST_282,2025-05-23,5,Aucune plainte,Très satisfait de l’ambiance.
FB_210,CUST_1129,2024-05-19,4,Organisation,Le prix est un peu élevé.
FB_211,CUST_846,2024-02-08,4,Organisation,Le studio créatif est top.
FB_212,CUST_897,2024-12-28,2,Communication,Organisation moyenne.
FB_213,CUST_1464,2025-02-09,4,Réservation,Très bonne expérience globale.
FB_214,CUST_335,2025-06-30,3,Organisation,Le prix est un peu élevé.
FB_215,CUST_89,2025-02-04,4,Support client,Le processus de réservation est compliqué.
FB_216,CUST_157,2024-04-26,3,Communication,Excellent service client.
FB_217,CUST_1339,2025-04-27,5,Aucune plainte,Organisation moyenne.
FB_218,CUST_199,2025-04-09,2,Réservation,Excellent service client.
FB_219,CUST_218,2024-01-19,2,Aucune plainte,Expérience premium.
FB_220,CUST_1189,2024-06-07,1,Aucune plainte,Le support a mis du temps à répondre.
FB_221,CUST_755,2025-02-04,2,Support client,Très bonne expérience globale.
FB_222,CUST_155,2025-05-08,1,Prix,Je reviendrai pour un prochain événement.
FB_223,CUST_1076,2025-05-19,3,Support client,Le support a mis du temps à répondre.
FB_224,CUST_1178,2025-04-04,4,Qualité service,Organisation moyenne.
FB_225,CUST_139,2025-06-26,4,Aucune plainte,Excellent service client.
FB_226,CUST_1145,2024-06-21,4,Organisation,Le prix est un peu élevé.
FB_227,CUST_887,2024-12-04,5,Prix,Expérience premium.
FB_228,CUST_726,2024-07-31,2,Organisation,Le studio créatif est top.
FB_229,CUST_502,2024-06-27,5,Réservation,Je reviendrai pour un prochain événement.
FB_230,CUST_620,2024-02-08,2,Organisation,Excellent service client.
FB_231,CUST_661,2024-10-29,4,Réservation,Je reviendrai pour un prochain événement.
FB_232,CUST_685,2024-08-28,4,Organisation,Organisation moyenne.
FB_233,CUST_1084,2025-02-15,5,Réservation,Expérience premium.
FB_234,CUST_1091,2024-10-01,4,Aucune plainte,Très bonne expérience globale.
FB_235,CUST_381,2025-05-01,5,Support client,Expérience premium.
FB_236,CUST_72,2024-06-26,5,Réservation,Très satisfait de l’ambiance.
FB_237,CUST_895,2024-08-09,4,Organisation,Organisation moyenne.
FB_238,CUST_1319,2024-09-04,4,Réservation,Le support a mis du temps à répondre.
FB_239,CUST_142,2025-01-09,4,Réservation,Le support a mis du temps à répondre.
FB_240,CUST_828,2024-09-06,4,Réservation,Très bonne expérience globale.
FB_241,CUST_631,2024-01-14,5,Communication,Le studio créatif est top.
FB_242,CUST_1185,2024-02-02,4,Aucune plainte,Excellent service client.
FB_243,CUST_720,2024-04-28,4,Prix,Le prix est un peu élevé.
FB_244,CUST_441,2024-03-20,5,Support client,Le support a mis du temps à répondre.
FB_245,CUST_533,2025-05-27,1,Prix,Excellent service client.
FB_246,CUST_27,2024-08-30,2,Support client,Le support a mis du temps à répondre.
FB_247,CUST_556,2025-03-06,4,Réservation,Très bonne expérience globale.
FB_248,CUST_299,2024-04-28,1,Réservation,Très satisfait de l’ambiance.
FB_249,CUST_68,2024-02-01,2,Organisation,Excellent service client.
FB_250,CUST_222,2024-08-01,3,Aucune plainte,Très satisfait de l’ambiance.
FB_251,CUST_560,2024-06-19,5,Support client,Très satisfait de l’ambiance.
FB_252,CUST_1463,2024-02-25,4,Prix,Le prix est un peu élevé.
FB_253,CUST_325,2025-02-01,5,Prix,Très satisfait de l’ambiance.
FB_254,CUST_1230,2025-02-12,5,Prix,Excellent service client.
FB_255,CUST_307,2024-04-29,3,Réservation,Très bonne expérience globale.
FB_256,CUST_363,2024-06-08,2,Aucune plainte,Le prix est un peu élevé.
FB_257,CUST_338,2025-05-01,2,Communication,Le prix est un peu élevé.
FB_258,CUST_1139,2024-10-29,3,Qualité service,Je reviendrai pour un prochain événement.
FB_259,CUST_1212,2024-02-17,3,Aucune plainte,Expérience premium.
FB_260,CUST_655,2025-01-05,1,Aucune plainte,Expérience premium.
FB_261,CUST_143,2024-01-12,1,Support client,Le support a mis du temps à répondre.
FB_262,CUST_1269,2025-02-26,5,Support client,Excellent service client.
FB_263,CUST_1125,2025-01-01,2,Communication,Excellent service client.
FB_264,CUST_1295,2025-01-08,4,Aucune plainte,Le studio créatif est top.
FB_265,CUST_1254,2025-03-18,3,Prix,Je reviendrai pour un prochain événement.
FB_266,CUST_239,2024-04-22,3,Aucune plainte,Le processus de réservation est compliqué.
FB_267,CUST_1425,2024-07-09,5,Organisation,Très satisfait de l’ambiance.
FB_268,CUST_1163,2025-05-05,5,Aucune plainte,Très satisfait de l’ambiance.
FB_269,CUST_1063,2025-02-28,3,Communication,Très bonne expérience globale.
FB_270,CUST_690,2024-06-21,3,Prix,Excellent service client.
FB_271,CUST_110,2025-01-10,5,Communication,Le studio créatif est top.
FB_272,CUST_1441,2024-10-21,2,Réservation,Expérience premium.
FB_273,CUST_1320,2024-02-14,3,Aucune plainte,Le studio créatif est top.
FB_274,CUST_30,2024-12-11,2,Prix,Le studio créatif est top.
FB_275,CUST_606,2025-05-20,4,Qualité service,Le support a mis du temps à répondre.
FB_276,CUST_557,2024-06-16,4,Aucune plainte,Le support a mis du temps à répondre.
FB_277,CUST_1319,2025-06-23,4,Organisation,Expérience premium.
FB_278,CUST_141,2025-06-20,4,Qualité service,Le prix est un peu élevé.
FB_279,CUST_1235,2025-02-14,5,Organisation,Excellent service client.
FB_280,CUST_816,2024-04-11,4,Aucune plainte,Le support a mis du temps à répondre.
FB_281,CUST_1191,2024-04-26,2,Réservation,Le processus de réservation est compliqué.
FB_282,CUST_128,2024-09-26,2,Réservation,Organisation moyenne.
FB_283,CUST_951,2024-11-15,5,Réservation,Très satisfait de l’ambiance.
FB_284,CUST_697,2025-03-26,3,Qualité service,Excellent service client.
FB_285,CUST_131,2025-03-30,1,Qualité service,Le studio créatif est top.
FB_286,CUST_1159,2024-09-27,2,Aucune plainte,Très satisfait de l’ambiance.
FB_287,CUST_1255,2025-02-15,4,Réservation,Le support a mis du temps à répondre.
FB_288,CUST_231,2024-02-24,4,Communication,Très bonne expérience globale.
FB_289,CUST_529,2024-07-15,3,Aucune plainte,Le prix est un peu élevé.
FB_290,CUST_174,2025-05-19,4,Aucune plainte,Le studio créatif est top.
FB_291,CUST_682,2024-01-30,4,Prix,Très bonne expérience globale.
FB_292,CUST_886,2024-04-26,2,Prix,Le studio créatif est top.
FB_293,CUST_251,2024-08-06,4,Support client,Le prix est un peu élevé.
FB_294,CUST_1095,2025-06-18,4,Qualité service,Le prix est un peu élevé.
FB_295,CUST_286,2025-04-10,2,Prix,Le support a mis du temps à répondre.
FB_296,CUST_1238,2025-04-26,4,Réservation,Très satisfait de l’ambiance.
FB_297,CUST_1385,2024-09-22,1,Aucune plainte,Expérience premium.
FB_298,CUST_1474,2024-03-06,4,Support client,Le support a mis du temps à répondre.
FB_299,CUST_892,2024-10-24,5,Support client,Très satisfait de l’ambiance.
FB_300,CUST_1023,2024-02-28,4,Support client,Le studio créatif est top.
FB_301,CUST_1030,2024-06-01,5,Aucune plainte,Le prix est un peu élevé.
FB_302,CUST_407,2025-03-07,5,Prix,Je reviendrai pour un prochain événement.
FB_303,CUST_237,2024-06-25,3,Qualité service,Le prix est un peu élevé.
FB_304,CUST_612,2024-05-05,3,Communication,Le support a mis du temps à répondre.
FB_305,CUST_641,2024-10-25,4,Communication,Le processus de réservation est compliqué.
FB_306,CUST_857,2024-10-08,5,Organisation,Le processus de réservation est compliqué.
FB_307,CUST_487,2024-05-09,3,Support client,Très bonne expérience globale.
FB_308,CUST_341,2025-03-11,5,Réservation,Le processus de réservation est compliqué.
FB_309,CUST_147,2024-03-16,5,Communication,Organisation moyenne.
FB_310,CUST_1246,2024-09-24,4,Prix,Organisation moyenne.
FB_311,CUST_514,2024-12-22,2,Qualité service,Le support a mis du temps à répondre.
FB_312,CUST_195,2024-06-01,3,Qualité service,Très satisfait de l’ambiance.
FB_313,CUST_1167,2025-02-04,3,Aucune plainte,Le studio créatif est top.
FB_314,CUST_278,2024-10-20,4,Réservation,Excellent service client.
FB_315,CUST_1165,2024-08-27,2,Communication,Je reviendrai pour un prochain événement.
FB_316,CUST_1140,2024-11-18,1,Aucune plainte,Le support a mis du temps à répondre.
FB_317,CUST_529,2024-10-21,2,Qualité service,Excellent service client.
FB_318,CUST_1314,2025-05-02,5,Qualité service,Le prix est un peu élevé.
FB_319,CUST_899,2024-08-17,4,Réservation,Très satisfait de l’ambiance.
FB_320,CUST_1093,2024-09-04,4,Support client,Très bonne expérience globale.
FB_321,CUST_1269,2025-05-23,4,Support client,Très bonne expérience globale.
FB_322,CUST_246,2025-05-10,4,Organisation,Le support a mis du temps à répondre.
FB_323,CUST_515,2025-04-08,5,Aucune plainte,Le prix est un peu élevé.
FB_324,CUST_1052,2025-06-23,3,Aucune plainte,Je reviendrai pour un prochain événement.
FB_325,CUST_1047,2024-04-19,4,Réservation,Je reviendrai pour un prochain événement.
FB_326,CUST_334,2024-10-17,4,Support client,Le studio créatif est top.
FB_327,CUST_441,2024-09-03,3,Qualité service,Excellent service client.
FB_328,CUST_583,2025-01-15,5,Support client,Expérience premium.
FB_329,CUST_14,2025-04-25,3,Support client,Expérience premium.
FB_330,CUST_56,2025-05-04,1,Qualité service,Très satisfait de l’ambiance.
FB_331,CUST_923,2025-05-29,5,Prix,Le support a mis du temps à répondre.
FB_332,CUST_1076,2024-09-04,1,Support client,Le studio créatif est top.
FB_333,CUST_462,2024-11-23,1,Aucune plainte,Expérience premium.
FB_334,CUST_357,2024-08-07,4,Aucune plainte,Le prix est un peu élevé.
FB_335,CUST_516,2025-06-14,3,Communication,Organisation moyenne.
FB_336,CUST_1003,2025-04-03,3,Aucune plainte,Expérience premium.
FB_337,CUST_1243,2025-01-02,2,Aucune plainte,Le support a mis du temps à répondre.
FB_338,CUST_1183,2024-12-28,1,Réservation,Le studio créatif est top.
FB_339,CUST_419,2024-06-05,4,Organisation,Je reviendrai pour un prochain événement.
FB_340,CUST_22,2025-04-02,5,Communication,Très satisfait de l’ambiance.
FB_341,CUST_143,2025-06-01,1,Prix,Expérience premium.
FB_342,CUST_306,2024-06-25,3,Communication,Le prix est un peu élevé.
FB_343,CUST_1231,2024-04-02,4,Support client,Je reviendrai pour un prochain événement.
FB_344,CUST_681,2024-02-06,5,Qualité service,Très satisfait de l’ambiance.
FB_345,CUST_775,2024-06-30,5,Organisation,Expérience premium.
FB_346,CUST_516,2024-01-27,4,Organisation,Très bonne expérience globale.
FB_347,CUST_254,2025-02-07,4,Prix,Le prix est un peu élevé.
FB_348,CUST_212,2024-05-05,2,Qualité service,Le prix est un peu élevé.
FB_349,CUST_1404,2025-04-16,5,Réservation,Expérience premium.
FB_350,CUST_401,2024-05-22,5,Prix,Le processus de réservation est compliqué.
FB_351,CUST_566,2024-08-02,3,Aucune plainte,Le processus de réservation est compliqué.
FB_352,CUST_810,2024-12-03,4,Communication,Le processus de réservation est compliqué.
FB_353,CUST_1464,2024-12-20,1,Qualité service,Excellent service client.
FB_354,CUST_785,2025-06-15,5,Support client,Très satisfait de l’ambiance.
FB_355,CUST_1297,2024-05-06,4,Qualité service,Le studio créatif est top.
FB_356,CUST_208,2024-04-28,5,Réservation,Le prix est un peu élevé.
FB_357,CUST_12,2024-07-13,3,Prix,Le studio créatif est top.
FB_358,CUST_55,2025-05-21,2,Prix,Le support a mis du temps à répondre.
FB_359,CUST_1185,2025-05-18,3,Communication,Je reviendrai pour un prochain événement.
FB_360,CUST_606,2024-07-03,5,Aucune plainte,Je reviendrai pour un prochain événement.
FB_361,CUST_426,2024-06-03,1,Réservation,Le processus de réservation est compliqué.
FB_362,CUST_900,2024-02-05,4,Prix,Le studio créatif est top.
FB_363,CUST_1319,2024-09-24,2,Qualité service,Organisation moyenne.
FB_364,CUST_375,2025-04-11,1,Qualité service,Expérience premium.
FB_365,CUST_107,2024-10-21,2,Aucune plainte,Le support a mis du temps à répondre.
FB_366,CUST_511,2024-05-19,4,Support client,Le support a mis du temps à répondre.
FB_367,CUST_35,2024-08-19,5,Qualité service,Très bonne expérience globale.
FB_368,CUST_685,2025-01-07,3,Support client,Organisation moyenne.
