feedback_id,customer_id,date,score,complaint_category,comment
FB_71,CUST_704,2025-01-15,1,Qualité service,Livraison rapide et produit conforme.
FB_72,CUST_177,2025-01-31,4,Aucune plainte,Expérience d’achat agréable.
FB_73,CUST_497,2024-08-29,2,Organisation,Expérience d’achat agréable.
FB_74,CUST_893,2025-06-23,1,Communication,Produit reçu en retard.
FB_75,CUST_1123,2025-04-15,2,Support client,Le site est fluide et simple.
FB_76,CUST_850,2025-06-26,2,Organisation,Taille indisponible trop souvent.
FB_77,CUST_39,2025-06-04,5,Qualité service,Produit reçu en retard.
FB_78,CUST_1257,2024-03-22,4,Prix,Le site est fluide et simple.
FB_79,CUST_355,2024-12-12,2,Organisation,Expérience d’achat agréable.
FB_80,CUST_1136,2024-04-18,3,Support client,Le prix est intéressant mais le retour est compliqué.
FB_81,CUST_1410,2024-07-13,4,Organisation,Produit reçu en retard.
FB_82,CUST_1315,2024-06-22,5,Communication,Le prix est intéressant mais le retour est compliqué.
FB_83,CUST_218,2024-01-26,1,Prix,Le site est fluide et simple.
FB_84,CUST_684,2025-04-27,4,Support client,Livraison rapide et produit conforme.
FB_85,CUST_952,2024-10-02,2,Aucune plainte,Le site est fluide et simple.
FB_86,CUST_500,2024-10-25,3,Support client,Service client réactif.
FB_87,CUST_51,2024-03-05,4,Prix,Expérience d’achat agréable.
FB_88,CUST_1041,2025-06-09,5,Support client,Le site est fluide et simple.
FB_89,CUST_907,2024-07-01,5,Organisation,Produit reçu en retard.
FB_90,CUST_711,2025-03-28,1,Aucune plainte,Service client réactif.
FB_91,CUST_306,2025-04-19,3,Réservation,Produit reçu en retard.
FB_92,CUST_1040,2024-03-20,1,Aucune plainte,Expérience d’achat agréable.
FB_93,CUST_295,2024-01-15,5,Organisation,Le prix est intéressant mais le retour est compliqué.
FB_94,CUST_283,2025-02-23,4,Support client,Livraison rapide et produit conforme.
FB_95,CUST_949,2024-04-20,1,Prix,Expérience d’achat agréable.
FB_96,CUST_1119,2024-04-24,3,Communication,Le prix est intéressant mais le retour est compliqué.
FB_97,CUST_861,2024-09-29,2,Organisation,J’ai eu un problème avec ma commande.
FB_98,CUST_534,2024-02-03,1,Support client,Le prix est intéressant mais le retour est compliqué.
FB_99,CUST_398,2024-12-13,3,Aucune plainte,Le site est fluide et simple.
FB_100,CUST_834,2024-07-20,3,Organisation,Packaging premium.
FB_101,CUST_1257,2024-02-26,1,Support client,Taille indisponible trop souvent.
FB_102,CUST_558,2024-02-10,3,Réservation,Le site est fluide et simple.
FB_103,CUST_376,2024-01-18,5,Communication,Très bonne qualité.
FB_104,CUST_1051,2025-05-18,4,Aucune plainte,Expérience d’achat agréable.
FB_105,CUST_279,2025-03-05,5,Organisation,Packaging premium.
FB_106,CUST_1193,2024-07-22,1,Aucune plainte,Taille indisponible trop souvent.
FB_107,CUST_690,2025-05-21,4,Prix,Packaging premium.
FB_108,CUST_118,2024-02-24,5,Qualité service,J’ai eu un problème avec ma commande.
FB_109,CUST_235,2024-05-29,4,Qualité service,J’ai eu un problème avec ma commande.
FB_110,CUST_192,2025-01-14,2,Communication,Produit reçu en retard.
FB_111,CUST_34,2025-01-15,4,Organisation,Packaging premium.
FB_112,CUST_486,2024-06-18,4,Support client,Livraison rapide et produit conforme.
FB_113,CUST_570,2025-02-16,5,Prix,Expérience d’achat agréable.
FB_114,CUST_208,2024-01-20,3,Aucune plainte,Taille indisponible trop souvent.
FB_115,CUST_897,2025-01-17,5,Organisation,Le site est fluide et simple.
FB_116,CUST_76,2024-02-12,2,Prix,Service client réactif.
FB_117,CUST_843,2024-02-22,1,Prix,Taille indisponible trop souvent.
FB_118,CUST_1039,2025-01-28,4,Aucune plainte,Livraison rapide et produit conforme.
FB_119,CUST_821,2024-07-03,5,Support client,Service client réactif.
FB_120,CUST_1153,2024-12-01,1,Prix,Expérience d’achat agréable.
FB_121,CUST_1125,2024-10-13,4,Support client,Le prix est intéressant mais le retour est compliqué.
FB_122,CUST_516,2024-01-07,4,Organisation,Produit reçu en retard.
FB_123,CUST_912,2025-05-20,2,Support client,Le prix est intéressant mais le retour est compliqué.
FB_124,CUST_1315,2025-04-24,2,Communication,Taille indisponible trop souvent.
FB_125,CUST_724,2024-06-01,2,Qualité service,Le prix est intéressant mais le retour est compliqué.
FB_126,CUST_165,2024-02-29,1,Qualité service,Livraison rapide et produit conforme.
FB_127,CUST_1323,2024-10-23,3,Support client,Produit reçu en retard.
FB_128,CUST_1144,2025-04-20,3,Qualité service,Le prix est intéressant mais le retour est compliqué.
FB_129,CUST_1419,2024-09-12,1,Aucune plainte,Très bonne qualité.
FB_130,CUST_1461,2024-01-11,4,Prix,Livraison rapide et produit conforme.
FB_131,CUST_773,2024-03-20,4,Prix,J’ai eu un problème avec ma commande.
FB_132,CUST_939,2025-05-27,1,Aucune plainte,Livraison rapide et produit conforme.
FB_133,CUST_935,2024-12-13,1,Prix,Taille indisponible trop souvent.
FB_134,CUST_674,2024-06-20,3,Qualité service,Taille indisponible trop souvent.
FB_135,CUST_519,2025-04-12,2,Communication,Le prix est intéressant mais le retour est compliqué.
FB_136,CUST_1357,2024-11-21,5,Qualité service,J’ai eu un problème avec ma commande.
FB_137,CUST_1431,2024-09-05,4,Aucune plainte,Très bonne qualité.
FB_138,CUST_940,2025-05-23,2,Réservation,Expérience d’achat agréable.
FB_139,CUST_1170,2025-01-01,5,Qualité service,Très bonne qualité.
FB_140,CUST_1353,2024-10-24,2,Réservation,Expérience d’achat agréable.
FB_141,CUST_395,2024-06-05,2,Organisation,Livraison rapide et produit conforme.
FB_142,CUST_275,2025-06-05,3,Communication,Packaging premium.
FB_143,CUST_1141,2024-06-21,2,Communication,Très bonne qualité.
FB_144,CUST_71,2024-08-30,5,Aucune plainte,Packaging premium.
FB_145,CUST_459,2024-04-17,2,Qualité service,Service client réactif.
FB_146,CUST_1489,2024-01-03,2,Réservation,Expérience d’achat agréable.
FB_147,CUST_327,2024-12-17,3,Support client,Très bonne qualité.
FB_148,CUST_1348,2024-12-10,4,Organisation,Taille indisponible trop souvent.
FB_149,CUST_253,2024-02-22,5,Organisation,Livraison rapide et produit conforme.
FB_150,CUST_845,2025-02-05,2,Réservation,Taille indisponible trop souvent.
FB_151,CUST_1153,2024-05-25,5,Organisation,Produit reçu en retard.
FB_152,CUST_810,2024-05-30,1,Support client,Service client réactif.
FB_153,CUST_605,2024-11-08,1,Prix,Taille indisponible trop souvent.
FB_154,CUST_477,2024-06-25,5,Prix,Produit reçu en retard.
FB_155,CUST_36,2024-04-08,2,Communication,Le prix est intéressant mais le retour est compliqué.
FB_156,CUST_1465,2025-02-13,3,Prix,Le prix est intéressant mais le retour est compliqué.
FB_157,CUST_595,2025-02-15,5,Réservation,Expérience d’achat agréable.
FB_158,CUST_1383,2024-03-01,1,Support client,Packaging premium.
FB_159,CUST_122,2025-06-18,3,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_160,CUST_1349,2025-03-13,1,Support client,Très bonne qualité.
FB_161,CUST_23,2024-02-25,1,Prix,Très bonne qualité.
FB_162,CUST_465,2024-04-18,2,Réservation,Expérience d’achat agréable.
FB_163,CUST_298,2024-11-11,4,Support client,Très bonne qualité.
FB_164,CUST_1029,2024-08-30,5,Communication,J’ai eu un problème avec ma commande.
FB_165,CUST_183,2025-06-11,3,Organisation,Produit reçu en retard.
FB_166,CUST_1197,2024-08-20,4,Organisation,Expérience d’achat agréable.
FB_167,CUST_160,2024-01-16,2,Prix,Service client réactif.
FB_168,CUST_1293,2024-02-17,5,Aucune plainte,Le site est fluide et simple.
FB_169,CUST_1122,2025-01-17,4,Qualité service,Expérience d’achat agréable.
FB_170,CUST_636,2024-04-03,2,Communication,J’ai eu un problème avec ma commande.
FB_171,CUST_1451,2024-07-04,1,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_172,CUST_773,2024-11-20,4,Aucune plainte,Produit reçu en retard.
FB_173,CUST_828,2025-01-18,2,Support client,Le prix est intéressant mais le retour est compliqué.
FB_174,CUST_1418,2024-03-03,3,Communication,Livraison rapide et produit conforme.
FB_175,CUST_996,2024-12-17,5,Organisation,Produit reçu en retard.
FB_176,CUST_273,2024-06-16,4,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_177,CUST_738,2024-01-25,3,Support client,J’ai eu un problème avec ma commande.
FB_178,CUST_663,2025-05-12,4,Qualité service,Le prix est intéressant mais le retour est compliqué.
FB_179,CUST_1322,2024-10-19,5,Support client,J’ai eu un problème avec ma commande.
FB_180,CUST_819,2024-07-23,3,Aucune plainte,Service client réactif.
FB_181,CUST_940,2024-03-04,1,Prix,Packaging premium.
FB_182,CUST_324,2025-05-27,1,Support client,Produit reçu en retard.
FB_183,CUST_1240,2024-11-09,3,Communication,Service client réactif.
FB_184,CUST_1429,2024-09-20,3,Prix,Le site est fluide et simple.
FB_185,CUST_216,2024-11-19,3,Support client,Expérience d’achat agréable.
FB_186,CUST_1152,2025-04-23,2,Organisation,Service client réactif.
FB_187,CUST_903,2025-01-08,1,Réservation,Service client réactif.
FB_188,CUST_1494,2024-05-30,3,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_189,CUST_1451,2024-01-04,5,Communication,Le prix est intéressant mais le retour est compliqué.
FB_190,CUST_1025,2024-11-28,3,Aucune plainte,Produit reçu en retard.
FB_191,CUST_863,2024-06-22,2,Organisation,Le site est fluide et simple.
FB_192,CUST_591,2024-10-23,4,Communication,Très bonne qualité.
FB_193,CUST_567,2025-04-06,2,Réservation,J’ai eu un problème avec ma commande.
FB_194,CUST_508,2024-08-17,3,Réservation,Service client réactif.
FB_195,CUST_1453,2024-11-20,4,Prix,Packaging premium.
FB_196,CUST_1027,2024-07-31,3,Organisation,Service client réactif.
FB_197,CUST_1036,2024-12-09,1,Aucune plainte,Très bonne qualité.
FB_198,CUST_629,2024-09-12,1,Organisation,Taille indisponible trop souvent.
FB_199,CUST_10,2024-06-11,5,Communication,Taille indisponible trop souvent.
FB_200,CUST_74,2024-06-10,5,Communication,Packaging premium.
FB_201,CUST_399,2024-03-22,5,Organisation,Très bonne qualité.
FB_202,CUST_295,2025-06-08,3,Organisation,Livraison rapide et produit conforme.
FB_203,CUST_564,2024-10-02,1,Communication,Très bonne qualité.
FB_204,CUST_216,2024-02-24,5,Qualité service,J’ai eu un problème avec ma commande.
FB_205,CUST_1472,2024-08-12,3,Aucune plainte,Livraison rapide et produit conforme.
FB_206,CUST_1368,2024-06-04,2,Qualité service,Livraison rapide et produit conforme.
FB_207,CUST_1386,2024-04-18,2,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_208,CUST_1252,2024-03-12,2,Prix,Packaging premium.
FB_209,CUST_953,2024-09-04,2,Organisation,Expérience d’achat agréable.
FB_210,CUST_1230,2025-02-23,5,Réservation,Produit reçu en retard.
FB_211,CUST_216,2025-02-21,4,Communication,Expérience d’achat agréable.
FB_212,CUST_654,2025-02-18,4,Prix,J’ai eu un problème avec ma commande.
FB_213,CUST_227,2025-06-08,1,Support client,Service client réactif.
FB_214,CUST_1065,2024-09-02,5,Support client,Le prix est intéressant mais le retour est compliqué.
FB_215,CUST_900,2024-07-06,2,Aucune plainte,Produit reçu en retard.
FB_216,CUST_599,2024-01-15,3,Prix,Packaging premium.
FB_217,CUST_123,2024-02-03,3,Communication,Produit reçu en retard.
FB_218,CUST_638,2024-02-26,3,Support client,Le site est fluide et simple.
FB_219,CUST_197,2025-02-26,3,Qualité service,J’ai eu un problème avec ma commande.
FB_220,CUST_971,2024-09-20,4,Support client,Produit reçu en retard.
FB_221,CUST_1117,2024-09-23,3,Prix,Le prix est intéressant mais le retour est compliqué.
FB_222,CUST_1327,2024-03-18,1,Communication,Taille indisponible trop souvent.
FB_223,CUST_1158,2024-01-15,5,Organisation,Livraison rapide et produit conforme.
FB_224,CUST_1202,2025-01-03,2,Qualité service,Livraison rapide et produit conforme.
FB_225,CUST_323,2024-08-22,2,Communication,Le prix est intéressant mais le retour est compliqué.
FB_226,CUST_409,2024-12-12,1,Qualité service,Expérience d’achat agréable.
FB_227,CUST_312,2025-04-17,1,Aucune plainte,J’ai eu un problème avec ma commande.
FB_228,CUST_111,2024-01-21,3,Réservation,Packaging premium.
FB_229,CUST_1487,2024-09-24,4,Prix,Expérience d’achat agréable.
FB_230,CUST_65,2024-06-04,2,Organisation,J’ai eu un problème avec ma commande.
FB_231,CUST_1254,2024-02-09,1,Réservation,J’ai eu un problème avec ma commande.
FB_232,CUST_225,2025-05-11,5,Aucune plainte,Service client réactif.
FB_233,CUST_864,2025-05-20,2,Réservation,Expérience d’achat agréable.
FB_234,CUST_467,2024-03-04,3,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_235,CUST_930,2025-03-17,2,Aucune plainte,Expérience d’achat agréable.
FB_236,CUST_1023,2024-06-12,4,Réservation,Livraison rapide et produit conforme.
FB_237,CUST_1318,2024-01-02,4,Qualité service,Produit reçu en retard.
FB_238,CUST_542,2024-06-11,1,Réservation,Le site est fluide et simple.
FB_239,CUST_1243,2024-01-26,1,Réservation,Livraison rapide et produit conforme.
FB_240,CUST_572,2025-03-02,4,Qualité service,J’ai eu un problème avec ma commande.
FB_241,CUST_623,2025-05-30,1,Support client,Taille indisponible trop souvent.
FB_242,CUST_7,2024-02-26,2,Qualité service,Le site est fluide et simple.
FB_243,CUST_1453,2024-02-03,2,Organisation,Le site est fluide et simple.
FB_244,CUST_390,2025-05-09,3,Support client,Expérience d’achat agréable.
FB_245,CUST_1459,2024-04-17,2,Qualité service,Livraison rapide et produit conforme.
FB_246,CUST_104,2024-04-12,2,Aucune plainte,Taille indisponible trop souvent.
FB_247,CUST_216,2024-01-24,5,Organisation,J’ai eu un problème avec ma commande.
FB_248,CUST_219,2024-10-17,5,Réservation,Taille indisponible trop souvent.
FB_249,CUST_169,2024-03-12,5,Aucune plainte,Le site est fluide et simple.
FB_250,CUST_412,2024-09-17,1,Aucune plainte,Très bonne qualité.
FB_251,CUST_176,2024-01-28,4,Aucune plainte,Packaging premium.
FB_252,CUST_379,2024-04-10,5,Support client,Service client réactif.
FB_253,CUST_514,2024-08-05,4,Aucune plainte,Livraison rapide et produit conforme.
FB_254,CUST_1412,2025-02-28,4,Aucune plainte,Taille indisponible trop souvent.
FB_255,CUST_418,2025-02-09,5,Communication,Taille indisponible trop souvent.
FB_256,CUST_437,2024-01-07,2,Réservation,Expérience d’achat agréable.
FB_257,CUST_491,2024-05-05,2,Communication,Le prix est intéressant mais le retour est compliqué.
FB_258,CUST_643,2025-04-26,4,Prix,Très bonne qualité.
FB_259,CUST_213,2025-02-11,5,Qualité service,Service client réactif.
FB_260,CUST_853,2025-05-21,5,Support client,Le prix est intéressant mais le retour est compliqué.
FB_261,CUST_1468,2024-03-02,3,Qualité service,Très bonne qualité.
FB_262,CUST_654,2025-05-29,5,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_263,CUST_850,2025-02-23,5,Support client,Packaging premium.
FB_264,CUST_448,2024-08-27,1,Organisation,Service client réactif.
FB_265,CUST_1190,2025-01-15,2,Qualité service,Service client réactif.
FB_266,CUST_1309,2025-03-01,4,Communication,Taille indisponible trop souvent.
FB_267,CUST_744,2025-03-25,5,Qualité service,Livraison rapide et produit conforme.
FB_268,CUST_1360,2024-11-25,3,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_269,CUST_1389,2025-03-09,4,Organisation,Le prix est intéressant mais le retour est compliqué.
FB_270,CUST_262,2024-03-29,3,Prix,J’ai eu un problème avec ma commande.
FB_271,CUST_1310,2024-01-22,3,Prix,J’ai eu un problème avec ma commande.
FB_272,CUST_835,2024-05-22,4,Support client,Produit reçu en retard.
FB_273,CUST_955,2025-02-25,5,Support client,Packaging premium.
FB_274,CUST_511,2025-04-01,4,Organisation,Packaging premium.
FB_275,CUST_34,2024-01-11,1,Communication,Expérience d’achat agréable.
FB_276,CUST_372,2024-06-27,5,Support client,Le prix est intéressant mais le retour est compliqué.
FB_277,CUST_36,2025-02-13,1,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_278,CUST_295,2024-09-06,4,Organisation,Packaging premium.
FB_279,CUST_12,2024-10-04,1,Réservation,Produit reçu en retard.
FB_280,CUST_212,2025-05-07,1,Prix,Expérience d’achat agréable.
FB_281,CUST_1421,2024-08-28,3,Aucune plainte,Livraison rapide et produit conforme.
FB_282,CUST_745,2024-09-01,1,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_283,CUST_1491,2025-01-13,3,Communication,Taille indisponible trop souvent.
FB_284,CUST_516,2024-02-25,1,Organisation,Le site est fluide et simple.
FB_285,CUST_1257,2024-01-13,4,Organisation,J’ai eu un problème avec ma commande.
FB_286,CUST_1495,2024-01-21,5,Prix,J’ai eu un problème avec ma commande.
FB_287,CUST_978,2024-12-20,4,Aucune plainte,Produit reçu en retard.
FB_288,CUST_488,2024-10-23,2,Prix,Livraison rapide et produit conforme.
FB_289,CUST_1175,2024-05-02,2,Aucune plainte,Très bonne qualité.
FB_290,CUST_82,2024-05-11,2,Organisation,Le site est fluide et simple.
FB_291,CUST_1085,2024-12-21,3,Aucune plainte,Le site est fluide et simple.
FB_292,CUST_243,2025-01-17,4,Aucune plainte,Le site est fluide et simple.
FB_293,CUST_1030,2024-07-22,5,Réservation,J’ai eu un problème avec ma commande.
FB_294,CUST_99,2025-05-12,2,Qualité service,Taille indisponible trop souvent.
FB_295,CUST_1310,2024-03-16,2,Support client,Le prix est intéressant mais le retour est compliqué.
FB_296,CUST_815,2025-02-03,3,Qualité service,Taille indisponible trop souvent.
FB_297,CUST_196,2024-08-25,3,Aucune plainte,Service client réactif.
FB_298,CUST_876,2024-10-21,5,Communication,Livraison rapide et produit conforme.
FB_299,CUST_1288,2025-01-29,4,Aucune plainte,Taille indisponible trop souvent.
FB_300,CUST_914,2025-03-21,4,Réservation,Taille indisponible trop souvent.
FB_301,CUST_187,2024-04-02,2,Réservation,Le site est fluide et simple.
FB_302,CUST_941,2024-10-23,4,Qualité service,Expérience d’achat agréable.
FB_303,CUST_258,2024-08-13,3,Organisation,Service client réactif.
FB_304,CUST_844,2024-10-30,5,Communication,Service client réactif.
FB_305,CUST_1249,2024-04-19,3,Support client,Taille indisponible trop souvent.
FB_306,CUST_894,2025-06-19,1,Aucune plainte,Service client réactif.
FB_307,CUST_1348,2025-06-05,2,Prix,Packaging premium.
FB_308,CUST_1440,2025-04-27,2,Communication,Livraison rapide et produit conforme.
FB_309,CUST_374,2025-03-20,2,Qualité service,Livraison rapide et produit conforme.
FB_310,CUST_701,2024-03-13,4,Support client,Produit reçu en retard.
FB_311,CUST_1135,2025-06-16,2,Support client,Le prix est intéressant mais le retour est compliqué.
FB_312,CUST_584,2024-02-11,5,Réservation,Produit reçu en retard.
FB_313,CUST_649,2024-06-30,4,Organisation,Le site est fluide et simple.
FB_314,CUST_410,2024-08-26,2,Organisation,Service client réactif.
FB_315,CUST_670,2025-01-19,5,Prix,J’ai eu un problème avec ma commande.
FB_316,CUST_1201,2024-11-21,1,Aucune plainte,Packaging premium.
FB_317,CUST_1376,2024-03-20,1,Support client,Packaging premium.
FB_318,CUST_457,2024-12-20,1,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_319,CUST_983,2024-08-09,5,Prix,Très bonne qualité.
FB_320,CUST_485,2024-06-17,4,Prix,Produit reçu en retard.
FB_321,CUST_1379,2024-07-20,4,Support client,Service client réactif.
FB_322,CUST_418,2025-06-07,5,Prix,J’ai eu un problème avec ma commande.
FB_323,CUST_807,2025-01-30,1,Réservation,Très bonne qualité.
FB_324,CUST_1254,2024-02-04,3,Organisation,Expérience d’achat agréable.
FB_325,CUST_11,2024-05-24,3,Prix,Packaging premium.
FB_326,CUST_1336,2025-04-22,5,Aucune plainte,Le site est fluide et simple.
FB_327,CUST_422,2025-06-01,5,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_328,CUST_559,2024-12-29,5,Communication,Produit reçu en retard.
FB_329,CUST_1072,2024-10-18,1,Organisation,J’ai eu un problème avec ma commande.
FB_330,CUST_81,2025-06-11,4,Aucune plainte,Expérience d’achat agréable.
FB_331,CUST_661,2025-06-27,2,Organisation,Produit reçu en retard.
FB_332,CUST_36,2024-03-23,4,Organisation,Livraison rapide et produit conforme.
FB_333,CUST_251,2025-05-23,4,Communication,Le prix est intéressant mais le retour est compliqué.
FB_334,CUST_596,2025-01-06,3,Réservation,Expérience d’achat agréable.
FB_335,CUST_788,2024-01-09,4,Aucune plainte,Expérience d’achat agréable.
FB_336,CUST_118,2025-03-27,1,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_337,CUST_948,2024-08-08,4,Réservation,Le prix est intéressant mais le retour est compliqué.
FB_338,CUST_1038,2024-05-30,2,Aucune plainte,Le prix est intéressant mais le retour est compliqué.
FB_339,CUST_167,2025-03-07,2,Réservation,Taille indisponible trop souvent.
FB_340,CUST_1334,2025-02-07,5,Aucune plainte,Le site est fluide et simple.
FB_341,CUST_1402,2025-02-18,3,Qualité service,Taille indisponible trop souvent.
FB_342,CUST_757,2024-07-05,3,Organisation,Expérience d’achat agréable.
FB_343,CUST_959,2024-12-30,4,Organisation,J’ai eu un problème avec ma commande.
FB_344,CUST_1272,2024-06-30,1,Qualité service,Très bonne qualité.
FB_345,CUST_1382,2024-05-12,5,Organisation,Expérience d’achat agréable.
FB_346,CUST_1473,2024-11-20,2,Support client,Service client réactif.
FB_347,CUST_1442,2024-09-14,1,Réservation,Le site est fluide et simple.
FB_348,CUST_343,2024-02-07,1,Qualité service,Produit reçu en retard.
FB_349,CUST_357,2024-09-13,2,Communication,Taille indisponible trop souvent.
FB_350,CUST_902,2024-08-26,4,Prix,Très bonne qualité.
FB_351,CUST_1165,2024-11-29,1,Réservation,Le site est fluide et simple.
FB_352,CUST_244,2024-04-03,1,Qualité service,J’ai eu un problème avec ma commande.
FB_353,CUST_1356,2024-08-17,1,Organisation,Livraison rapide et produit conforme.
FB_354,CUST_697,2024-10-25,3,Prix,Le prix est intéressant mais le retour est compliqué.
FB_355,CUST_1041,2024-02-04,1,Prix,Service client réactif.
FB_356,CUST_449,2024-02-16,3,Communication,Service client réactif.
FB_357,CUST_82,2024-10-27,4,Communication,Produit reçu en retard.
